商品番号,商品名,宅配サイズ,内寸,外形三辺合計,厚み,形式,パレット配置,価格,URL
MAS140-168,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段6箱×5段］（530×350×340mm）5mm A/F 白C5×C5,宅配140サイズ,530×350×340mm,140cm,5mm A/F,C5×C5,1段6箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS140-168
MA140-374,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段6箱×5段］（524×344×328mm）8mm W/F C5×C5,宅配140サイズ,524×344×328mm,140cm,8mm W/F,C5×C5,1段6箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA140-374
MA120-281,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段6箱×6段］（534×354×288mm）3mm B/F C5×C5,宅配120サイズ,534×354×288mm,120cm,3mm B/F,C5×C5,1段6箱×6段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-281
MA120-283,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段6箱×6段］（530×350×280mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,530×350×280mm,120cm,5mm A/F,K6×強化芯180g×K6,1段6箱×6段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-283
MA120-286,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段6箱×7段］（530×350×230mm）5mm A/F K5×K5,宅配120サイズ,530×350×230mm,120cm,5mm A/F,K5×K5,1段6箱×7段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-286
MAS120-124,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段6箱×7段］（534×354×238mm）3mm B/F 白C5×C5,宅配120サイズ,534×354×238mm,120cm,3mm B/F,C5×C5,1段6箱×7段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-124
MA120-287,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段6箱×7段］（530×350×230mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,530×350×230mm,120cm,5mm A/F,K6×強化芯180g×K6,1段6箱×7段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-287
MA120-288,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段6箱×7段］（524×344×218mm）8mm W/F C5×C5,宅配120サイズ,524×344×218mm,120cm,8mm W/F,C5×C5,1段6箱×7段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-288
MAS120-125,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段6箱×8段］（530×350×200mm）5mm A/F 白C5×C5,宅配120サイズ,530×350×200mm,120cm,5mm A/F,C5×C5,1段6箱×8段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-125
MAS120-126,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段6箱×8段］（534×354×208mm）3mm B/F 白C5×C5,宅配120サイズ,534×354×208mm,120cm,3mm B/F,C5×C5,1段6箱×8段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-126
MA120-293,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段6箱×9段］（534×354×188mm）3mm B/F C5×C5,宅配120サイズ,534×354×188mm,120cm,3mm B/F,C5×C5,1段6箱×9段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-293
MA120-297,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段6箱×10段］（534×354×168mm）3mm B/F C5×C5,宅配120サイズ,534×354×168mm,120cm,3mm B/F,C5×C5,1段6箱×10段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-297
MA140-375,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（534×264×438mm）3mm B/F C5×C5,宅配140サイズ,534×264×438mm,140cm,3mm B/F,C5×C5,1段8箱×4段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA140-375
MA120-302,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（530×260×340mm）5mm A/F K5×K5,宅配120サイズ,530×260×340mm,120cm,5mm A/F,K5×K5,1段8箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-302
MA120-307,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（530×260×280mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,530×260×280mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×6段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-307
MAS120-144,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段10箱×5段］（534×204×348mm）3mm B/F 白C5×C5,宅配120サイズ,534×204×348mm,120cm,3mm B/F,C5×C5,1段10箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-144
MA140-385,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（504×274×438mm）3mm B/F C5×C5,宅配140サイズ,504×274×438mm,140cm,3mm B/F,C5×C5,1段8箱×4段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA140-385
MA120-334,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（500×270×340mm）5mm A/F K5×K5,宅配120サイズ,500×270×340mm,120cm,5mm A/F,K5×K5,1段8箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-334
MA120-337,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（504×274×288mm）3mm B/F C5×C5,宅配120サイズ,504×274×288mm,120cm,3mm B/F,C5×C5,1段8箱×6段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-337
MA120-338,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（500×270×280mm）5mm A/F K5×K5,宅配120サイズ,500×270×280mm,120cm,5mm A/F,K5×K5,1段8箱×6段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-338
MA120-341,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（504×274×238mm）3mm B/F C5×C5,宅配120サイズ,504×274×238mm,120cm,3mm B/F,C5×C5,1段8箱×7段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-341
MAS120-152,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（504×274×238mm）3mm B/F 白C5×C5,宅配120サイズ,504×274×238mm,120cm,3mm B/F,C5×C5,1段8箱×7段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-152
MA120-348,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×8段］（494×264×188mm）8mm W/F C5×C5,宅配120サイズ,494×264×188mm,120cm,8mm W/F,C5×C5,1段8箱×8段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-348
MA140-392,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（484×284×438mm）3mm B/F C5×C5,宅配140サイズ,484×284×438mm,140cm,3mm B/F,C5×C5,1段8箱×4段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA140-392
MA120-349,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（484×284×348mm）3mm B/F C5×C5,宅配120サイズ,484×284×348mm,120cm,3mm B/F,C5×C5,1段8箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-349
MA120-357,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（484×284×238mm）3mm B/F C5×C5,宅配120サイズ,484×284×238mm,120cm,3mm B/F,C5×C5,1段8箱×7段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-357
MAS120-159,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（480×280×230mm）5mm A/F 白C5×C5,宅配120サイズ,480×280×230mm,120cm,5mm A/F,C5×C5,1段8箱×7段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-159
MA120-361,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（484×184×438mm）3mm B/F C5×C5,宅配120サイズ,484×184×438mm,120cm,3mm B/F,C5×C5,1段12箱×4段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-361
MA140-401,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×3段］（470×290×580mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,470×290×580mm,140cm,5mm A/F,K6×強化芯180g×K6,1段8箱×3段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA140-401
MA140-404,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（470×290×430mm）5mm A/F K5×K5,宅配140サイズ,470×290×430mm,140cm,5mm A/F,K5×K5,1段8箱×4段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA140-404
MA120-369,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（474×294×348mm）3mm B/F C5×C5,宅配120サイズ,474×294×348mm,120cm,3mm B/F,C5×C5,1段8箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-369
MA120-372,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（464×284×328mm）8mm W/F C5×C5,宅配120サイズ,464×284×328mm,120cm,8mm W/F,C5×C5,1段8箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-372
MAS120-172,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（474×194×438mm）3mm B/F 白C5×C5,宅配120サイズ,474×194×438mm,120cm,3mm B/F,C5×C5,1段12箱×4段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-172
MA120-390,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（450×300×340mm）5mm A/F K5×K5,宅配120サイズ,450×300×340mm,120cm,5mm A/F,K5×K5,1段8箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-390
MA120-392,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（444×294×328mm）8mm W/F C5×C5,宅配120サイズ,444×294×328mm,120cm,8mm W/F,C5×C5,1段8箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-392
MAS120-177,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（450×300×280mm）5mm A/F 白C5×C5,宅配120サイズ,450×300×280mm,120cm,5mm A/F,C5×C5,1段8箱×6段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-177
MA120-395,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（450×300×280mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,450×300×280mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×6段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-395
MA120-399,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（450×300×230mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,450×300×230mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×7段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-399
MA140-415,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×3段］（454×194×588mm）3mm B/F C5×C5,宅配140サイズ,454×194×588mm,140cm,3mm B/F,C5×C5,1段12箱×3段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA140-415
MA120-411,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（440×300×340mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,440×300×340mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-411
MA120-413,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（444×304×288mm）3mm B/F C5×C5,宅配120サイズ,444×304×288mm,120cm,3mm B/F,C5×C5,1段8箱×6段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-413
MA120-414,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（440×300×280mm）5mm A/F K5×K5,宅配120サイズ,440×300×280mm,120cm,5mm A/F,K5×K5,1段8箱×6段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-414
MA120-415,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（440×300×280mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,440×300×280mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×6段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-415
MA120-417,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（444×304×238mm）3mm B/F C5×C5,宅配120サイズ,444×304×238mm,120cm,3mm B/F,C5×C5,1段8箱×7段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-417
MA120-425,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×5段］（444×204×348mm）3mm B/F C5×C5,宅配120サイズ,444×204×348mm,120cm,3mm B/F,C5×C5,1段12箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-425
MAS140-188,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（430×310×430mm）5mm A/F 白C5×C5,宅配140サイズ,430×310×430mm,140cm,5mm A/F,C5×C5,1段8箱×4段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS140-188
MAS120-197,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（430×310×280mm）5mm A/F 白C5×C5,宅配120サイズ,430×310×280mm,120cm,5mm A/F,C5×C5,1段8箱×6段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-197
MAS120-199,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（430×310×230mm）5mm A/F 白C5×C5,宅配120サイズ,430×310×230mm,120cm,5mm A/F,C5×C5,1段8箱×7段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-199
MA120-443,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（430×200×430mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,430×200×430mm,120cm,5mm A/F,K6×強化芯180g×K6,1段12箱×4段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-443
MAS120-205,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（420×310×430mm）5mm A/F 白C5×C5,宅配120サイズ,420×310×430mm,120cm,5mm A/F,C5×C5,1段8箱×4段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-205
MA120-451,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（420×310×430mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,420×310×430mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×4段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-451
MA120-465,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（394×324×438mm）3mm B/F C5×C5,宅配120サイズ,394×324×438mm,120cm,3mm B/F,C5×C5,1段8箱×4段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-465
MAS120-215,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（390×320×340mm）5mm A/F 白C5×C5,宅配120サイズ,390×320×340mm,120cm,5mm A/F,C5×C5,1段8箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-215
MAS120-217,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（390×320×280mm）5mm A/F 白C5×C5,宅配120サイズ,390×320×280mm,120cm,5mm A/F,C5×C5,1段8箱×6段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-217
MAS120-218,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（394×324×288mm）3mm B/F 白C5×C5,宅配120サイズ,394×324×288mm,120cm,3mm B/F,C5×C5,1段8箱×6段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-218
MA120-475,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（390×320×280mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,390×320×280mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×6段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-475
MA120-478,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段10箱×4段］（390×260×430mm）5mm A/F K5×K5,宅配120サイズ,390×260×430mm,120cm,5mm A/F,K5×K5,1段10箱×4段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-478
MA120-482,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段10箱×5段］（390×260×340mm）5mm A/F K5×K5,宅配120サイズ,390×260×340mm,120cm,5mm A/F,K5×K5,1段10箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-482
MA120-490,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（370×340×430mm）5mm A/F K5×K5,宅配120サイズ,370×340×430mm,120cm,5mm A/F,K5×K5,1段8箱×4段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-490
MAS120-226,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（374×344×438mm）3mm B/F 白C5×C5,宅配120サイズ,374×344×438mm,120cm,3mm B/F,C5×C5,1段8箱×4段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-226
MAS120-227,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（370×340×340mm）5mm A/F 白C5×C5,宅配120サイズ,370×340×340mm,120cm,5mm A/F,C5×C5,1段8箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-227
MA120-510,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段9箱×5段］（350×350×340mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,350×350×340mm,120cm,5mm A/F,K6×強化芯180g×K6,1段9箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-510
MA120-511,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段9箱×5段］（344×344×328mm）8mm W/F C5×C5,宅配120サイズ,344×344×328mm,120cm,8mm W/F,C5×C5,1段9箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-511
